Order Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Profit
2015-02-07,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,19.44,3,9.3312
2015-02-07,First Class,Corporate,United States,Raleigh,North Carolina,South,Technology,Phones,74.24,1,8.352
2015-02-07,First Class,Corporate,United States,Raleigh,North Carolina,South,Furniture,Furnishings,159.84,10,45.954
2015-02-07,First Class,Corporate,United States,Raleigh,North Carolina,South,Office Supplies,Binders,2.892,2,-2.3136
2015-02-07,First Class,Corporate,United States,Raleigh,North Carolina,South,Office Supplies,Paper,9.392,2,3.2872
2015-02-08,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,6.368,2,2.1492
2015-02-08,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Machines,558.4,2,41.88
2015-02-08,Second Class,Home Office,United States,Providence,Rhode Island,East,Technology,Phones,128.85,3,3.8655
2015-02-08,Second Class,Home Office,United States,Providence,Rhode Island,East,Office Supplies,Paper,8.4,2,4.116
2015-02-08,Second Class,Home Office,United States,Providence,Rhode Island,East,Technology,Accessories,199.98,2,83.9916
2015-02-08,Second Class,Home Office,United States,Providence,Rhode Island,East,Furniture,Chairs,110.98,1,15.5372
2015-02-08,Standard Class,Consumer,United States,Springfield,Oregon,West,Furniture,Tables,277.5,4,-188.7
2015-02-10,Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,57.504,6,20.1264
2015-02-10,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Paper,94.85,5,45.528
2015-02-10,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Envelopes,51.12,4,23.004
2015-02-10,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Technology,Accessories,90,1,32.4
2015-02-10,Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,270.34,14,75.6952
2015-02-10,Standard Class,Home Office,United States,Wilson,North Carolina,South,Office Supplies,Binders,7.38,5,-5.412
2015-02-10,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,11.808,3,4.1328
2015-02-10,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,53.568,4,19.4184
2015-02-10,First Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,503.96,5,50.396
2015-02-10,Standard Class,Corporate,United States,Middletown,Connecticut,East,Office Supplies,Binders,26.9,5,13.181
2015-02-10,Second Class,Consumer,United States,Rockville,Maryland,East,Office Supplies,Paper,19.44,3,9.3312
2015-02-10,Second Class,Consumer,United States,Rockville,Maryland,East,Office Supplies,Binders,7.38,1,3.6162
2015-02-10,Standard Class,Consumer,United States,Thornton,Colorado,West,Office Supplies,Supplies,10.944,2,0.9576
2015-02-10,First Class,Consumer,United States,Hillsboro,Oregon,West,Furniture,Furnishings,11.032,1,3.0338
2015-02-10,First Class,Consumer,United States,Hillsboro,Oregon,West,Technology,Accessories,53.04,3,-4.641
2015-02-11,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,1038.84,5,51.942
2015-02-11,Same Day,Consumer,United States,Seattle,Washington,West,Technology,Accessories,447.93,9,49.2723
2015-02-11,Standard Class,Consumer,United States,Troy,New York,East,Furniture,Chairs,109.764,2,8.5372
2015-02-11,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,96.96,6,33.936
2015-02-11,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Binders,117.488,7,41.1208
2015-02-11,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Binders,11.952,3,4.1832
2015-02-11,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Bookcases,512.499,3,-30.147
2015-02-11,First Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,2621.322,11,553.3902
2015-02-11,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,29.372,7,-46.9952
2015-02-11,Standard Class,Corporate,United States,San Antonio,Texas,Central,Technology,Phones,344.704,2,38.7792
2015-02-11,First Class,Consumer,United States,Chesapeake,Virginia,South,Office Supplies,Appliances,197.72,4,55.3616
2015-03-01,Standard Class,Corporate,United States,Baytown,Texas,Central,Office Supplies,Paper,10.368,2,3.6288
2015-03-01,Second Class,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,398.4,5,84.66
2015-03-01,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,7.056,3,0.7938
2015-03-01,Second Class,Consumer,United States,Dallas,Texas,Central,Furniture,Bookcases,1352.3976,9,-437.5404
2015-03-02,First Class,Consumer,United States,Omaha,Nebraska,Central,Furniture,Furnishings,28.4,2,11.076
2015-03-02,First Class,Consumer,United States,Omaha,Nebraska,Central,Technology,Accessories,149.97,3,50.9898
2015-03-02,First Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,136.92,4,41.076
2015-03-02,Second Class,Corporate,United States,Pleasant Grove,Utah,West,Office Supplies,Binders,12.144,3,4.0986
2015-03-02,Standard Class,Consumer,United States,Columbus,Georgia,South,Office Supplies,Envelopes,74.52,9,35.0244
2015-03-02,Standard Class,Corporate,United States,Rome,New York,East,Furniture,Chairs,90.882,1,15.147
2015-03-05,Standard Class,Home Office,United States,Chula Vista,California,West,Furniture,Furnishings,665.88,6,106.5408
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,59.904,2,14.2272
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,23.696,2,6.5164
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,7.968,2,2.8884
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,18.2,7,2.0475
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,27.552,3,-0.3444
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,844.116,6,-36.1764
2015-03-05,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,76.752,3,-9.594
2015-03-05,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,8.82,3,2.5578
2015-03-05,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,62.496,2,21.8736
2015-03-05,First Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,339.96,4,122.3856
2015-03-05,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,49.568,2,17.3488
2015-03-05,First Class,Home Office,United States,San Jose,California,West,Office Supplies,Binders,13.848,3,5.193
2015-03-07,Standard Class,Consumer,United States,Richmond,Kentucky,South,Furniture,Chairs,70.98,1,4.9686
2015-03-07,Standard Class,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Labels,294.93,3,144.5157
2015-03-07,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,168.464,2,-29.4812
2015-03-07,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.72,2,2.436
2015-03-07,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,282.888,9,56.5776
2015-03-09,Standard Class,Corporate,United States,Durham,North Carolina,South,Office Supplies,Envelopes,200.984,7,62.8075
2015-03-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,36.336,3,-7.2672
2015-03-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,666.248,1,-149.9058
2015-03-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,6,19.692
2015-03-09,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,31.44,3,8.4888
2015-03-09,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,17.9,2,3.401
2015-03-09,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,129.45,5,46.602
2015-03-09,First Class,Corporate,United States,Bristol,Connecticut,East,Office Supplies,Appliances,137.62,2,60.5528
2015-03-09,First Class,Corporate,United States,Bristol,Connecticut,East,Technology,Phones,100.49,1,25.1225
2015-03-09,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,120.33,1,31.2858
2015-03-09,Standard Class,Home Office,United States,San Francisco,California,West,Furniture,Chairs,129.568,2,-12.9568
2015-03-09,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,6.368,2,2.1492
2015-03-09,Standard Class,Corporate,United States,Tucson,Arizona,West,Furniture,Furnishings,238.152,3,89.307
2015-03-09,Second Class,Consumer,United States,Holland,Michigan,Central,Office Supplies,Labels,7.5,2,3.6
2015-03-10,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,32.07,5,-22.449
2015-03-10,Second Class,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,24,2,-2.7
2015-03-10,Second Class,Consumer,United States,Columbus,Ohio,East,Furniture,Bookcases,35.49,1,-15.6156
2015-03-10,Second Class,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,47.984,2,0.5998
2015-03-10,Standard Class,Corporate,United States,Reading,Pennsylvania,East,Office Supplies,Storage,15.008,2,1.5008
2015-03-10,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,120.666,2,18.4548
2015-03-11,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,1212.848,7,106.1242
2015-03-11,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,89.97,3,37.7874
2015-03-11,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,42.6,3,16.614
2015-03-11,Standard Class,Corporate,United States,Haltom City,Texas,Central,Office Supplies,Envelopes,6.608,2,2.1476
2015-03-11,First Class,Corporate,United States,Long Beach,New York,East,Furniture,Chairs,1448.82,10,209.274
2015-03-12,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,4,-337.638
2015-03-12,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.777
2015-03-12,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,10.752,4,3.36
2015-03-12,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,16.448,2,5.5512
2015-03-12,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,36.784,2,10.5754
2015-03-12,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,590.352,6,206.6232
2015-03-12,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Bookcases,359.499,3,-29.6058
2015-03-12,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Furniture,Furnishings,77.952,3,12.6672
2015-03-12,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Binders,95.97,5,-73.577
2015-03-12,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,105.584,2,9.2386
2015-03-12,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Art,9.344,2,1.168
2015-03-12,Second Class,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Paper,184.66,7,84.9436
2015-04-01,Standard Class,Corporate,United States,Woodbury,Minnesota,Central,Office Supplies,Binders,32.34,3,15.5232
2015-04-01,Standard Class,Corporate,United States,Woodbury,Minnesota,Central,Office Supplies,Paper,39.9,5,19.95
2015-04-01,Standard Class,Corporate,United States,Alexandria,Virginia,South,Furniture,Furnishings,192.22,14,69.1992
2015-04-04,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,11.16,2,4.3524
2015-04-04,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,108.4,2,22.764
2015-04-04,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,82.344,3,27.7911
2015-04-04,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,9.088,4,3.2944
2015-04-04,Same Day,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Appliances,644.076,2,107.346
2015-04-04,Same Day,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Fasteners,5.84,2,2.628
2015-04-04,Same Day,Consumer,United States,Lansing,Michigan,Central,Office Supplies,Binders,12.76,2,5.8696
2015-04-04,Same Day,Consumer,United States,Lansing,Michigan,Central,Technology,Phones,10.95,1,0.438
2015-04-04,Same Day,Consumer,United States,Lansing,Michigan,Central,Technology,Copiers,599.98,2,209.993
2015-04-05,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,26.8,2,12.864
2015-04-05,First Class,Corporate,United States,Tinley Park,Illinois,Central,Furniture,Furnishings,22.288,7,-8.9152
2015-04-05,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,946.344,7,118.293
2015-04-05,Standard Class,Corporate,United States,Indianapolis,Indiana,Central,Office Supplies,Art,125.93,7,35.2604
2015-04-06,Same Day,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,7.38,2,3.4686
2015-04-06,Same Day,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,9.26,2,3.0558
2015-04-06,Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,30.44,4,14.3068
2015-04-06,Second Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,35.28,3,11.9952
2015-04-06,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,119.98,2,35.994
2015-04-06,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,989.97,3,395.988
2015-04-07,Standard Class,Consumer,United States,Milwaukee,Wisconsin,Central,Technology,Phones,1099.96,4,285.9896
2015-04-07,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,15.48,3,4.4892
2015-04-07,Second Class,Home Office,United States,San Diego,California,West,Office Supplies,Binders,22.848,2,7.4256
2015-04-09,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,279.9,5,137.151
2015-04-09,Standard Class,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,619.95,5,111.591
2015-04-09,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,4.36,2,2.0492
2015-04-09,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Envelopes,15.28,2,7.4872
2015-04-09,Standard Class,Corporate,United States,Medford,Oregon,West,Office Supplies,Binders,9.762,2,-6.8334
2015-04-09,Second Class,Corporate,United States,Houston,Texas,Central,Technology,Accessories,134.376,3,6.7188
2015-04-09,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,7.656,4,-6.1248
2015-04-10,Second Class,Corporate,United States,Warner Robins,Georgia,South,Furniture,Chairs,392.94,3,43.2234
2015-04-10,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,26.96,2,7.0096
2015-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,64.944,3,6.4944
2015-04-10,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,7.2576
2015-04-12,Standard Class,Consumer,United States,Tallahassee,Florida,South,Office Supplies,Binders,8.226,3,-6.0324
2015-04-12,Standard Class,Consumer,United States,Hempstead,New York,East,Furniture,Furnishings,28.44,3,11.376
2015-04-12,Standard Class,Consumer,United States,Hempstead,New York,East,Furniture,Chairs,364.41,5,8.098
2015-04-12,Standard Class,Consumer,United States,Hempstead,New York,East,Technology,Phones,39.96,4,10.3896
2015-04-12,Standard Class,Consumer,United States,Hempstead,New York,East,Furniture,Chairs,361.764,2,68.3332
2015-04-12,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,17.94,3,8.7906
2015-04-12,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,384.174,7,29.8802
2015-04-12,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,1799.75,5,539.925
2015-04-12,Standard Class,Corporate,United States,Springfield,Missouri,Central,Office Supplies,Paper,85.96,7,40.4012
2015-04-12,Second Class,Consumer,United States,Clarksville,Tennessee,South,Office Supplies,Binders,1598.058,7,-1065.372
2015-04-12,Second Class,Consumer,United States,Clarksville,Tennessee,South,Office Supplies,Art,36.96,4,12.012
2015-04-12,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Envelopes,271.44,3,122.148
2015-04-12,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,110.352,3,8.2764
2015-04-12,Second Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,36.4,5,13.832
2015-04-12,Standard Class,Consumer,United States,Lakewood,California,West,Office Supplies,Art,16.9,5,6.253
2015-04-12,Standard Class,Consumer,United States,Lakewood,California,West,Furniture,Furnishings,25.08,6,9.0288
2015-05-01,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,61.584,1,-6.9282
2015-05-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Art,59.52,3,15.4752
2015-05-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,17.48,2,8.2156
2015-05-01,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,13.168,2,4.6088
2015-05-01,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Appliances,87.36,6,23.5872
2015-05-01,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,56.16,6,17.55
2015-05-03,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,29.34,3,14.67
2015-05-03,Same Day,Consumer,United States,New York City,New York,East,Furniture,Chairs,383.607,7,63.9345
2015-05-03,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Storage,563.4,4,67.608
2015-05-03,Standard Class,Consumer,United States,New Castle,Indiana,Central,Technology,Phones,23.92,2,6.6976
2015-05-03,Standard Class,Consumer,United States,New Castle,Indiana,Central,Office Supplies,Appliances,60.69,7,16.3863
2015-05-03,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,466.158,7,-93.2316
2015-05-03,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,10.312,1,-1.289
2015-05-03,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.556,3,-1.7892
2015-05-03,Second Class,Corporate,United States,Bethlehem,Pennsylvania,East,Furniture,Chairs,99.372,2,-7.098
2015-05-03,Second Class,Corporate,United States,Bethlehem,Pennsylvania,East,Furniture,Furnishings,33.568,2,-5.4548
2015-05-03,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,31.92,2,2.394
2015-05-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Fasteners,7.104,6,2.4864
2015-05-03,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,11.212,2,-16.818
2015-05-03,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,4.712,2,-1.8848
2015-05-03,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Appliances,180.98,5,-470.548
2015-05-03,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,60.416,2,6.0416
2015-05-04,Standard Class,Corporate,United States,Bristol,Tennessee,South,Office Supplies,Binders,157.794,1,-115.7156
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,98.112,7,18.396
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,563.808,4,21.1428
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,10.428,4,-6.952
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,547.136,4,-68.392
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,14.85,5,-3.2175
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,41.988,2,-9.7972
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,7.584,1,2.37
2015-05-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,352.45,5,-211.47
2015-05-04,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,23.904,6,7.7688
2015-05-04,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,892.224,3,89.2224
2015-05-04,Same Day,Consumer,United States,Spokane,Washington,West,Technology,Accessories,239.94,6,26.3934
2015-05-04,Same Day,Consumer,United States,Spokane,Washington,West,Office Supplies,Art,23.84,8,6.4368
2015-05-06,Standard Class,Corporate,United States,Buffalo,New York,East,Furniture,Chairs,1522.638,9,169.182
2015-05-06,Standard Class,Corporate,United States,Saint Charles,Missouri,Central,Office Supplies,Paper,10.56,2,4.752
2015-05-07,Second Class,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,4.928,2,0.7392
2015-05-07,Second Class,Corporate,United States,Fayetteville,North Carolina,South,Office Supplies,Binders,7.23,5,-5.784
2015-05-07,Standard Class,Home Office,United States,Sterling Heights,Michigan,Central,Office Supplies,Binders,19,5,8.93
2015-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,34.8,3,2.175
2015-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,38.976,3,-2.436
2015-05-07,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Furniture,Furnishings,4.928,2,0.7392
2015-05-07,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Labels,11.784,3,4.2717
2015-05-08,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Storage,33.488,7,-1.2558
2015-05-08,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Supplies,23.04,3,-4.896
2015-05-08,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,1.362,1,-2.1792
2015-05-08,Standard Class,Corporate,United States,Dallas,Texas,Central,Furniture,Furnishings,14.76,5,-11.439
2015-05-09,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Bookcases,411.332,4,-4.8392
2015-05-09,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Binders,28.752,6,9.7038
2015-05-09,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Bookcases,293.199,3,-20.6964
2015-05-09,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,16.27,5,-25.2185
2015-05-09,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Supplies,69.12,9,-14.688
2015-05-09,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,4.47,3,-7.8225
2015-05-09,Standard Class,Corporate,United States,Rochester,Minnesota,Central,Furniture,Furnishings,6.16,2,2.9568
2015-05-09,Standard Class,Corporate,United States,Rochester,Minnesota,Central,Office Supplies,Paper,36.84,3,17.3148
2015-05-09,Standard Class,Home Office,United States,Charlottesville,Virginia,South,Furniture,Furnishings,67.96,4,12.2328
2015-05-10,Standard Class,Home Office,United States,Springfield,Virginia,South,Office Supplies,Art,46.2,4,12.936
2015-05-10,Standard Class,Home Office,United States,Springfield,Virginia,South,Office Supplies,Appliances,28.84,2,9.5172
2015-05-10,Second Class,Corporate,United States,Wilmington,Delaware,East,Office Supplies,Storage,77.55,5,21.714
2015-05-10,First Class,Consumer,United States,Cincinnati,Ohio,East,Technology,Accessories,53.04,3,-4.641
2015-05-10,Standard Class,Consumer,United States,Portland,Oregon,West,Furniture,Bookcases,66.294,1,-103.8606
2015-05-10,Standard Class,Consumer,United States,Portland,Oregon,West,Furniture,Chairs,291.168,4,-14.5584
2015-05-10,Standard Class,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,288,4,57.6
2015-05-11,Standard Class,Corporate,United States,Monroe,North Carolina,South,Furniture,Chairs,207,3,25.875
2015-05-11,Standard Class,Consumer,United States,Coral Springs,Florida,South,Office Supplies,Appliances,387.136,4,24.196
2015-05-11,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,25.344,6,8.8704
2015-05-11,Standard Class,Consumer,United States,Quincy,Illinois,Central,Office Supplies,Labels,19.824,6,6.4428
2015-05-11,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,62.8,4,15.7
2015-05-11,Same Day,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,98.352,3,35.6526
2015-05-11,First Class,Consumer,United States,Lakewood,Ohio,East,Office Supplies,Binders,7.218,3,-5.5338
2015-05-11,First Class,Consumer,United States,Lakewood,Ohio,East,Office Supplies,Supplies,27.2,4,2.04
2015-05-12,Standard Class,Corporate,United States,San Diego,California,West,Furniture,Furnishings,44.46,2,14.6718
2015-05-12,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,2,0.5998
2015-05-12,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,26.064,6,-19.9824
2015-05-12,First Class,Home Office,United States,Ann Arbor,Michigan,Central,Office Supplies,Binders,152.8,5,76.4
2015-05-12,First Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,45.04,2,4.504
2015-05-12,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,232.4,5,78.435
2015-05-12,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,164.646,3,12.8058
2015-05-12,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,22.68,2,11.1132
2015-05-12,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,39,3,17.55
2015-05-12,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,12.6,4,6.048
2015-05-12,First Class,Corporate,United States,Nashville,Tennessee,South,Furniture,Chairs,97.424,2,10.9602
2015-05-12,Standard Class,Consumer,United States,Bloomington,Illinois,Central,Office Supplies,Envelopes,12.224,2,4.4312
2015-06-01,Standard Class,Corporate,United States,Colorado Springs,Colorado,West,Office Supplies,Paper,29.6,5,9.25
2015-06-01,Standard Class,Corporate,United States,Colorado Springs,Colorado,West,Office Supplies,Binders,1.938,2,-1.3566
2015-06-02,Standard Class,Corporate,United States,Bellevue,Washington,West,Office Supplies,Art,5.28,3,1.5312
2015-06-02,Standard Class,Consumer,United States,Wilmington,Delaware,East,Furniture,Chairs,1268.82,9,266.4522
2015-06-02,Standard Class,Consumer,United States,Wilmington,Delaware,East,Furniture,Bookcases,283.92,4,82.3368
2015-06-02,Standard Class,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Art,5.68,2,1.7608
2015-06-02,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.934,3,-4.9878
2015-06-02,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,18.528,2,4.4004
2015-06-02,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,670.752,3,-125.766
2015-06-02,First Class,Corporate,United States,Suffolk,Virginia,South,Office Supplies,Storage,146.73,3,2.9346
2015-06-02,First Class,Corporate,United States,Suffolk,Virginia,South,Office Supplies,Paper,29.9,5,13.455
2015-06-03,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,435.26,7,95.7572
2015-06-03,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Copiers,1119.984,2,377.9946
2015-06-04,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,42.048,9,5.256
2015-06-04,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,25.488,2,4.4604
2015-06-04,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,6.9,3,-12.075
2015-06-04,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,9.648,6,-16.884
